textId,themeId,themeName,eventId,eventTitle,category,speaker,difficulty,isPool,poolIndex,text,feedback,time,budget,satisfaction,risk,compositeScore,tags,tone,setsFlags,requiresFlags
T6253,scope_creep,客户突然加需求,X085,新增需求导致的预算重算,budget_conflict,caiwu_zhou,3,TRUE,,跟供应商谈分期付款或延期结算,"供应商勉强同意了分期。但你欠了一份人情——下次报价可能包含""风险溢价""。",1,0,0,1,2,neutral,professional,,
T6254,scope_creep,客户突然加需求,X085,新增需求导致的预算重算,budget_conflict,caiwu_zhou,1,TRUE,,先斩后奏，花完了再找林总补批,林总看到报销单时眉头皱了一分钟。最后还是签了——但你不能有下次了。,2,-1,-2,2,1,risk_taker;time_saver,casual,,
T6255,system_launch,系统上线第一天,X086,上线后的数据库连接池耗尽,time_pressure,jishu_azhe,3,TRUE,,列出优先级清单，按紧急程度逐个处理,清单上的事项逐一勾掉。全部搞定的时候，窗外已经全黑了。,-2,0,1,-1,-2,time_heavy;risk_reducer,formal,,
T6256,system_launch,系统上线第一天,X086,上线后的数据库连接池耗尽,time_pressure,jishu_azhe,3,TRUE,,先搞定最紧急的三件事，其余的见缝插针,"三件急事勉强收尾。""明天继续""的群消息暂时稳住了局面。",-1,0,1,0,0,neutral,professional,,
T6257,system_launch,系统上线第一天,X086,上线后的数据库连接池耗尽,time_pressure,jishu_azhe,2,TRUE,,跳过测试环节，直接上线,上线了。暂时没问题。但你的后脊梁一直在发凉。,2,1,-1,3,5,risk_taker;time_saver,casual,,
T6258,system_launch,系统上线第一天,X087,运营团队对新系统操作不熟练,satisfaction_mgmt,zhang_zong,1,TRUE,,准备多套方案供客户选择，展示专业诚意,三套方案摆出来，客户选了中间那套——跟你预判的完全一致。,-2,-1,2,-1,-2,time_heavy;risk_reducer,formal,,
T6259,system_launch,系统上线第一天,X087,运营团队对新系统操作不熟练,satisfaction_mgmt,zhang_zong,2,TRUE,,"多送一份增值服务，让客户觉得""赚到了""",你多做的两页行业分析让客户发了👍表情。这两页值回了所有时间。,-1,-1,2,0,0,neutral,professional,,
T6260,system_launch,系统上线第一天,X087,运营团队对新系统操作不熟练,satisfaction_mgmt,zhang_zong,3,TRUE,,跟客户说已经按他们的要求改了,运气好的话他们不会仔细看。但你最好祈祷客户下周很忙。,2,1,-1,2,4,risk_taker;time_saver,casual,,
T6261,monday_morning,周一早会刚结束,X088,周末堆积的邮件超过五十封,time_pressure,zhang_zong,2,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6262,monday_morning,周一早会刚结束,X088,周末堆积的邮件超过五十封,time_pressure,zhang_zong,2,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6263,monday_morning,周一早会刚结束,X088,周末堆积的邮件超过五十封,time_pressure,zhang_zong,1,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
T6264,monday_morning,周一早会刚结束,X089,周一早会发现周末出了线上事故,time_pressure,jishu_azhe,1,TRUE,,列出优先级清单，按紧急程度逐个处理,清单上的事项逐一勾掉。全部搞定的时候，窗外已经全黑了。,-2,0,1,-1,-2,time_heavy;risk_reducer,formal,,
T6265,monday_morning,周一早会刚结束,X089,周一早会发现周末出了线上事故,time_pressure,jishu_azhe,3,TRUE,,先搞定最紧急的三件事，其余的见缝插针,"三件急事勉强收尾。""明天继续""的群消息暂时稳住了局面。",-1,0,1,0,0,neutral,professional,,
T6266,monday_morning,周一早会刚结束,X089,周一早会发现周末出了线上事故,time_pressure,jishu_azhe,1,TRUE,,跳过测试环节，直接上线,上线了。暂时没问题。但你的后脊梁一直在发凉。,2,1,-1,3,5,risk_taker;time_saver,casual,,
T6267,monday_morning,周一早会刚结束,X090,本周五的截止日期在早会上被提前,time_pressure,lin_zong,3,TRUE,,协调各部门按流程推进，每个环节都确认,流程走完已经是晚上十点——但每一步都扎实，没有返工。,-3,-1,0,-2,-6,time_heavy;risk_reducer,formal,,
T6268,monday_morning,周一早会刚结束,X090,本周五的截止日期在早会上被提前,time_pressure,lin_zong,1,TRUE,,找技术阿哲帮忙写个脚本自动化处理,"阿哲的脚本帮你省了两小时。他说""不保证稳定""——但至少今天够了。",0,-1,1,1,1,neutral,professional,,
T6269,monday_morning,周一早会刚结束,X090,本周五的截止日期在早会上被提前,time_pressure,lin_zong,3,TRUE,,"用""正在推进中""先稳住所有人","""推进中""帮你争取了半天——但同样的借口只能用一次。",1,0,0,1,2,risk_taker;time_saver,casual,,
T6270,monday_morning,周一早会刚结束,X091,周报系统在周一早上崩溃,time_pressure,jishu_azhe,3,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6271,monday_morning,周一早会刚结束,X091,周报系统在周一早上崩溃,time_pressure,jishu_azhe,1,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6272,monday_morning,周一早会刚结束,X091,周报系统在周一早上崩溃,time_pressure,jishu_azhe,2,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
T6273,monday_morning,周一早会刚结束,X092,周一早上的全员大会临时改议程,satisfaction_mgmt,zhang_zong,1,TRUE,,充分沟通需求，确保理解客户的每一个关注点,客户对你的专业态度表示认可。虽然多花了时间——但信任就是这样建立的。,-2,0,2,-1,-1,time_heavy;risk_reducer,formal,,
T6274,monday_morning,周一早会刚结束,X092,周一早上的全员大会临时改议程,satisfaction_mgmt,zhang_zong,3,TRUE,,主动打电话沟通，用语音化解文字误会,一通十分钟的电话解决了邮件来回三天没搞定的事。声音比文字有温度。,0,0,2,0,2,neutral,professional,,
T6275,monday_morning,周一早会刚结束,X092,周一早上的全员大会临时改议程,satisfaction_mgmt,zhang_zong,2,TRUE,,给客户看未完成的版本，让他们给意见,客户提了意见——但他们提的量你根本来不及在截止日前改完。,1,0,0,2,3,risk_taker;time_saver,casual,,
T6276,monday_morning,周一早会刚结束,X093,周末客户发的需求变更没人看到,satisfaction_mgmt,zhang_zong,3,TRUE,,准备多套方案供客户选择，展示专业诚意,三套方案摆出来，客户选了中间那套——跟你预判的完全一致。,-2,-1,2,-1,-2,time_heavy;risk_reducer,formal,,
T6277,monday_morning,周一早会刚结束,X093,周末客户发的需求变更没人看到,satisfaction_mgmt,zhang_zong,1,TRUE,,"多送一份增值服务，让客户觉得""赚到了""",你多做的两页行业分析让客户发了👍表情。这两页值回了所有时间。,-1,-1,2,0,0,neutral,professional,,
T6278,monday_morning,周一早会刚结束,X093,周末客户发的需求变更没人看到,satisfaction_mgmt,zhang_zong,3,TRUE,,跟客户说已经按他们的要求改了,运气好的话他们不会仔细看。但你最好祈祷客户下周很忙。,2,1,-1,2,4,risk_taker;time_saver,casual,,
T6279,monday_morning,周一早会刚结束,X094,上周五的会议纪要被质疑不准确,satisfaction_mgmt,zhang_zong,3,TRUE,,安排正式的进度汇报会，让客户看到每一步,"汇报会让客户安心了不少。有时候他们只是需要""被看见""。",-1,0,1,-1,-1,time_heavy;risk_reducer,formal,,
T6280,monday_morning,周一早会刚结束,X094,上周五的会议纪要被质疑不准确,satisfaction_mgmt,zhang_zong,2,TRUE,,请合作过的老客户帮忙说句好话,老客户的背书比自己说一百句都管用。信任是会传递的。,0,0,1,-1,0,neutral,professional,,
T6281,monday_morning,周一早会刚结束,X094,上周五的会议纪要被质疑不准确,satisfaction_mgmt,zhang_zong,1,TRUE,,先答应下来，后面再想办法兑现,客户暂时满意了。但你许下的承诺像一座大山压在日程表上。,1,0,1,2,4,risk_taker;time_saver,casual,,
T6282,monday_morning,周一早会刚结束,X095,周一早上发现办公区空调坏了,time_pressure,zhang_zong,2,TRUE,,列出优先级清单，按紧急程度逐个处理,清单上的事项逐一勾掉。全部搞定的时候，窗外已经全黑了。,-2,0,1,-1,-2,time_heavy;risk_reducer,formal,,
T6283,monday_morning,周一早会刚结束,X095,周一早上发现办公区空调坏了,time_pressure,zhang_zong,2,TRUE,,先搞定最紧急的三件事，其余的见缝插针,"三件急事勉强收尾。""明天继续""的群消息暂时稳住了局面。",-1,0,1,0,0,neutral,professional,,
T6284,monday_morning,周一早会刚结束,X095,周一早上发现办公区空调坏了,time_pressure,zhang_zong,2,TRUE,,跳过测试环节，直接上线,上线了。暂时没问题。但你的后脊梁一直在发凉。,2,1,-1,3,5,risk_taker;time_saver,casual,,
T6285,monday_morning,周一早会刚结束,X096,早会上被分配到不属于自己的任务,satisfaction_mgmt,lin_zong,2,TRUE,,准备多套方案供客户选择，展示专业诚意,三套方案摆出来，客户选了中间那套——跟你预判的完全一致。,-2,-1,2,-1,-2,time_heavy;risk_reducer,formal,,
T6286,monday_morning,周一早会刚结束,X096,早会上被分配到不属于自己的任务,satisfaction_mgmt,lin_zong,2,TRUE,,"多送一份增值服务，让客户觉得""赚到了""",你多做的两页行业分析让客户发了👍表情。这两页值回了所有时间。,-1,-1,2,0,0,neutral,professional,,
T6287,monday_morning,周一早会刚结束,X096,早会上被分配到不属于自己的任务,satisfaction_mgmt,lin_zong,2,TRUE,,跟客户说已经按他们的要求改了,运气好的话他们不会仔细看。但你最好祈祷客户下周很忙。,2,1,-1,2,4,risk_taker;time_saver,casual,,
T6288,monday_morning,周一早会刚结束,X097,本周的排期在周一就被塞满了,time_pressure,zhang_zong,2,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6289,monday_morning,周一早会刚结束,X097,本周的排期在周一就被塞满了,time_pressure,zhang_zong,2,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6290,monday_morning,周一早会刚结束,X097,本周的排期在周一就被塞满了,time_pressure,zhang_zong,3,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
T6291,monday_morning,周一早会刚结束,X098,周一早上的合规培训不能请假,risk_compliance,hegui_chen,1,TRUE,,逐项核查合规要求，确保每一步都经得起审计,虽然耗时，但合规陈老师点了点头——这已经是她最高级别的认可。,-2,-1,-1,-2,-6,time_heavy;risk_reducer,formal,,
T6292,monday_morning,周一早会刚结束,X098,周一早上的合规培训不能请假,risk_compliance,hegui_chen,2,TRUE,,重点修改高风险条款，低风险部分做技术性表述,"合规陈老师看了说""这次聪明""——她夸人的方式总是这么含蓄。",-1,0,1,-1,-1,neutral,professional,,
T6293,monday_morning,周一早会刚结束,X098,周一早上的合规培训不能请假,risk_compliance,hegui_chen,2,TRUE,,快速签字放行，有问题后面再补,签了。你的签名落在了文件上——希望这份文件永远不会被翻出来。,2,0,-1,3,4,risk_taker;time_saver,casual,,
T6294,budget_cut,项目预算被砍 30%,X099,被砍预算后的团队士气危机,satisfaction_mgmt,zhang_zong,3,TRUE,,准备多套方案供客户选择，展示专业诚意,三套方案摆出来，客户选了中间那套——跟你预判的完全一致。,-2,-1,2,-1,-2,time_heavy;risk_reducer,formal,,
T6295,budget_cut,项目预算被砍 30%,X099,被砍预算后的团队士气危机,satisfaction_mgmt,zhang_zong,2,TRUE,,"多送一份增值服务，让客户觉得""赚到了""",你多做的两页行业分析让客户发了👍表情。这两页值回了所有时间。,-1,-1,2,0,0,neutral,professional,,
T6296,budget_cut,项目预算被砍 30%,X099,被砍预算后的团队士气危机,satisfaction_mgmt,zhang_zong,1,TRUE,,跟客户说已经按他们的要求改了,运气好的话他们不会仔细看。但你最好祈祷客户下周很忙。,2,1,-1,2,4,risk_taker;time_saver,casual,,
T6297,budget_cut,项目预算被砍 30%,X100,预算削减导致的关键岗位离职风险,satisfaction_mgmt,zhang_zong,2,TRUE,,安排正式的进度汇报会，让客户看到每一步,"汇报会让客户安心了不少。有时候他们只是需要""被看见""。",-1,0,1,-1,-1,time_heavy;risk_reducer,formal,,
T6298,budget_cut,项目预算被砍 30%,X100,预算削减导致的关键岗位离职风险,satisfaction_mgmt,zhang_zong,2,TRUE,,请合作过的老客户帮忙说句好话,老客户的背书比自己说一百句都管用。信任是会传递的。,0,0,1,-1,0,neutral,professional,,
T6299,budget_cut,项目预算被砍 30%,X100,预算削减导致的关键岗位离职风险,satisfaction_mgmt,zhang_zong,3,TRUE,,先答应下来，后面再想办法兑现,客户暂时满意了。但你许下的承诺像一座大山压在日程表上。,1,0,1,2,4,risk_taker;time_saver,casual,,
T6300,budget_cut,项目预算被砍 30%,X101,被迫使用低成本方案的质量风险,risk_compliance,hegui_chen,2,TRUE,,逐项核查合规要求，确保每一步都经得起审计,虽然耗时，但合规陈老师点了点头——这已经是她最高级别的认可。,-2,-1,-1,-2,-6,time_heavy;risk_reducer,formal,,
T6301,budget_cut,项目预算被砍 30%,X101,被迫使用低成本方案的质量风险,risk_compliance,hegui_chen,2,TRUE,,重点修改高风险条款，低风险部分做技术性表述,"合规陈老师看了说""这次聪明""——她夸人的方式总是这么含蓄。",-1,0,1,-1,-1,neutral,professional,,
T6302,budget_cut,项目预算被砍 30%,X101,被迫使用低成本方案的质量风险,risk_compliance,hegui_chen,1,TRUE,,快速签字放行，有问题后面再补,签了。你的签名落在了文件上——希望这份文件永远不会被翻出来。,2,0,-1,3,4,risk_taker;time_saver,casual,,
T6303,budget_cut,项目预算被砍 30%,X102,预算砍了但交付标准没降,time_pressure,lin_zong,2,TRUE,,协调各部门按流程推进，每个环节都确认,流程走完已经是晚上十点——但每一步都扎实，没有返工。,-3,-1,0,-2,-6,time_heavy;risk_reducer,formal,,
T6304,budget_cut,项目预算被砍 30%,X102,预算砍了但交付标准没降,time_pressure,lin_zong,1,TRUE,,找技术阿哲帮忙写个脚本自动化处理,"阿哲的脚本帮你省了两小时。他说""不保证稳定""——但至少今天够了。",0,-1,1,1,1,neutral,professional,,
T6305,budget_cut,项目预算被砍 30%,X102,预算砍了但交付标准没降,time_pressure,lin_zong,1,TRUE,,"用""正在推进中""先稳住所有人","""推进中""帮你争取了半天——但同样的借口只能用一次。",1,0,0,1,2,risk_taker;time_saver,casual,,
T6306,budget_cut,项目预算被砍 30%,X103,砍预算后供应商拒绝继续合作,budget_conflict,caiwu_zhou,3,TRUE,,找三家供应商比价，确保最优性价比,"比价多花了半天，但省了15%。林总在邮件里回了""做得好""。",-1,1,1,-1,0,time_heavy;risk_reducer,formal,,
T6307,budget_cut,项目预算被砍 30%,X103,砍预算后供应商拒绝继续合作,budget_conflict,caiwu_zhou,3,TRUE,,跟供应商谈分期付款或延期结算,"供应商勉强同意了分期。但你欠了一份人情——下次报价可能包含""风险溢价""。",1,0,0,1,2,neutral,professional,,
T6308,budget_cut,项目预算被砍 30%,X103,砍预算后供应商拒绝继续合作,budget_conflict,caiwu_zhou,2,TRUE,,先斩后奏，花完了再找林总补批,林总看到报销单时眉头皱了一分钟。最后还是签了——但你不能有下次了。,2,-1,-2,2,1,risk_taker;time_saver,casual,,
T6309,budget_cut,项目预算被砍 30%,X104,预算缩减下的加班费争议,budget_conflict,caiwu_zhou,3,TRUE,,严格按预算执行，逐项审核支出合理性,财务小周对你的严谨表示赞赏。项目进度因此慢了半拍——但钱省下了。,-1,-1,1,-2,-3,time_heavy;risk_reducer,formal,,
T6310,budget_cut,项目预算被砍 30%,X104,预算缩减下的加班费争议,budget_conflict,caiwu_zhou,1,TRUE,,找林总谈特批，用项目重要性争取预算,"林总批了，但那句""下次注意""说得意味深长。",0,1,-1,0,0,neutral,professional,,
T6311,budget_cut,项目预算被砍 30%,X104,预算缩减下的加班费争议,budget_conflict,caiwu_zhou,2,TRUE,,自掏腰包垫付，等项目结束再报销,你的个人账户发出了哀嚎。这个月剩下的日子只能靠食堂了。,2,1,0,1,4,risk_taker;time_saver,casual,,
T6312,friday_afternoon,周五下午四点整,X105,周五下午的代码部署禁令被无视,time_pressure,jishu_azhe,2,TRUE,,协调各部门按流程推进，每个环节都确认,流程走完已经是晚上十点——但每一步都扎实，没有返工。,-3,-1,0,-2,-6,time_heavy;risk_reducer,formal,,
T6313,friday_afternoon,周五下午四点整,X105,周五下午的代码部署禁令被无视,time_pressure,jishu_azhe,2,TRUE,,找技术阿哲帮忙写个脚本自动化处理,"阿哲的脚本帮你省了两小时。他说""不保证稳定""——但至少今天够了。",0,-1,1,1,1,neutral,professional,,
T6314,friday_afternoon,周五下午四点整,X105,周五下午的代码部署禁令被无视,time_pressure,jishu_azhe,1,TRUE,,"用""正在推进中""先稳住所有人","""推进中""帮你争取了半天——但同样的借口只能用一次。",1,0,0,1,2,risk_taker;time_saver,casual,,
T6315,friday_afternoon,周五下午四点整,X106,客户约了周五下班前电话沟通,satisfaction_mgmt,zhang_zong,2,TRUE,,安排正式的进度汇报会，让客户看到每一步,"汇报会让客户安心了不少。有时候他们只是需要""被看见""。",-1,0,1,-1,-1,time_heavy;risk_reducer,formal,,
T6316,friday_afternoon,周五下午四点整,X106,客户约了周五下班前电话沟通,satisfaction_mgmt,zhang_zong,3,TRUE,,请合作过的老客户帮忙说句好话,老客户的背书比自己说一百句都管用。信任是会传递的。,0,0,1,-1,0,neutral,professional,,
T6317,friday_afternoon,周五下午四点整,X106,客户约了周五下班前电话沟通,satisfaction_mgmt,zhang_zong,3,TRUE,,先答应下来，后面再想办法兑现,客户暂时满意了。但你许下的承诺像一座大山压在日程表上。,1,0,1,2,4,risk_taker;time_saver,casual,,
T6318,friday_afternoon,周五下午四点整,X107,周五团建活动与项目截止日撞车,time_pressure,zhang_zong,1,TRUE,,列出优先级清单，按紧急程度逐个处理,清单上的事项逐一勾掉。全部搞定的时候，窗外已经全黑了。,-2,0,1,-1,-2,time_heavy;risk_reducer,formal,,
T6319,friday_afternoon,周五下午四点整,X107,周五团建活动与项目截止日撞车,time_pressure,zhang_zong,1,TRUE,,先搞定最紧急的三件事，其余的见缝插针,"三件急事勉强收尾。""明天继续""的群消息暂时稳住了局面。",-1,0,1,0,0,neutral,professional,,
T6320,friday_afternoon,周五下午四点整,X107,周五团建活动与项目截止日撞车,time_pressure,zhang_zong,3,TRUE,,跳过测试环节，直接上线,上线了。暂时没问题。但你的后脊梁一直在发凉。,2,1,-1,3,5,risk_taker;time_saver,casual,,
T6321,friday_afternoon,周五下午四点整,X108,周五下午收到周一的汇报通知,time_pressure,lin_zong,2,TRUE,,协调各部门按流程推进，每个环节都确认,流程走完已经是晚上十点——但每一步都扎实，没有返工。,-3,-1,0,-2,-6,time_heavy;risk_reducer,formal,,
T6322,friday_afternoon,周五下午四点整,X108,周五下午收到周一的汇报通知,time_pressure,lin_zong,3,TRUE,,找技术阿哲帮忙写个脚本自动化处理,"阿哲的脚本帮你省了两小时。他说""不保证稳定""——但至少今天够了。",0,-1,1,1,1,neutral,professional,,
T6323,friday_afternoon,周五下午四点整,X108,周五下午收到周一的汇报通知,time_pressure,lin_zong,2,TRUE,,"用""正在推进中""先稳住所有人","""推进中""帮你争取了半天——但同样的借口只能用一次。",1,0,0,1,2,risk_taker;time_saver,casual,,
T6324,friday_afternoon,周五下午四点整,X109,周五下班前供应商发来涨价通知,budget_conflict,caiwu_zhou,3,TRUE,,找三家供应商比价，确保最优性价比,"比价多花了半天，但省了15%。林总在邮件里回了""做得好""。",-1,1,1,-1,0,time_heavy;risk_reducer,formal,,
T6325,friday_afternoon,周五下午四点整,X109,周五下班前供应商发来涨价通知,budget_conflict,caiwu_zhou,2,TRUE,,跟供应商谈分期付款或延期结算,"供应商勉强同意了分期。但你欠了一份人情——下次报价可能包含""风险溢价""。",1,0,0,1,2,neutral,professional,,
T6326,friday_afternoon,周五下午四点整,X109,周五下班前供应商发来涨价通知,budget_conflict,caiwu_zhou,1,TRUE,,先斩后奏，花完了再找林总补批,林总看到报销单时眉头皱了一分钟。最后还是签了——但你不能有下次了。,2,-1,-2,2,1,risk_taker;time_saver,casual,,
T6327,friday_afternoon,周五下午四点整,X110,周五的审批流卡在最后一个节点,time_pressure,zhang_zong,1,TRUE,,列出优先级清单，按紧急程度逐个处理,清单上的事项逐一勾掉。全部搞定的时候，窗外已经全黑了。,-2,0,1,-1,-2,time_heavy;risk_reducer,formal,,
T6328,friday_afternoon,周五下午四点整,X110,周五的审批流卡在最后一个节点,time_pressure,zhang_zong,1,TRUE,,先搞定最紧急的三件事，其余的见缝插针,"三件急事勉强收尾。""明天继续""的群消息暂时稳住了局面。",-1,0,1,0,0,neutral,professional,,
T6329,friday_afternoon,周五下午四点整,X110,周五的审批流卡在最后一个节点,time_pressure,zhang_zong,2,TRUE,,跳过测试环节，直接上线,上线了。暂时没问题。但你的后脊梁一直在发凉。,2,1,-1,3,5,risk_taker;time_saver,casual,,
T6330,friday_afternoon,周五下午四点整,X111,同事请假把未完成的工作甩给了你,time_pressure,zhang_zong,2,TRUE,,协调各部门按流程推进，每个环节都确认,流程走完已经是晚上十点——但每一步都扎实，没有返工。,-3,-1,0,-2,-6,time_heavy;risk_reducer,formal,,
T6331,friday_afternoon,周五下午四点整,X111,同事请假把未完成的工作甩给了你,time_pressure,zhang_zong,1,TRUE,,找技术阿哲帮忙写个脚本自动化处理,"阿哲的脚本帮你省了两小时。他说""不保证稳定""——但至少今天够了。",0,-1,1,1,1,neutral,professional,,
T6332,friday_afternoon,周五下午四点整,X111,同事请假把未完成的工作甩给了你,time_pressure,zhang_zong,1,TRUE,,"用""正在推进中""先稳住所有人","""推进中""帮你争取了半天——但同样的借口只能用一次。",1,0,0,1,2,risk_taker;time_saver,casual,,
T6333,friday_afternoon,周五下午四点整,X112,周五下午系统突然变慢影响效率,time_pressure,jishu_azhe,3,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6334,friday_afternoon,周五下午四点整,X112,周五下午系统突然变慢影响效率,time_pressure,jishu_azhe,1,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6335,friday_afternoon,周五下午四点整,X112,周五下午系统突然变慢影响效率,time_pressure,jishu_azhe,2,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
T6336,friday_afternoon,周五下午四点整,X113,周五例会上被点名下周汇报进度,satisfaction_mgmt,lin_zong,2,TRUE,,充分沟通需求，确保理解客户的每一个关注点,客户对你的专业态度表示认可。虽然多花了时间——但信任就是这样建立的。,-2,0,2,-1,-1,time_heavy;risk_reducer,formal,,
T6337,friday_afternoon,周五下午四点整,X113,周五例会上被点名下周汇报进度,satisfaction_mgmt,lin_zong,3,TRUE,,主动打电话沟通，用语音化解文字误会,一通十分钟的电话解决了邮件来回三天没搞定的事。声音比文字有温度。,0,0,2,0,2,neutral,professional,,
T6338,friday_afternoon,周五下午四点整,X113,周五例会上被点名下周汇报进度,satisfaction_mgmt,lin_zong,2,TRUE,,给客户看未完成的版本，让他们给意见,客户提了意见——但他们提的量你根本来不及在截止日前改完。,1,0,0,2,3,risk_taker;time_saver,casual,,
T6339,friday_afternoon,周五下午四点整,X114,周五下班前财务要求补签所有单据,budget_conflict,caiwu_zhou,2,TRUE,,重新做详细的预算分析报告给林总,林总看了报告后批了追加。数据充分的时候，特批也不是完全不可能。,-2,1,0,-1,-2,time_heavy;risk_reducer,formal,,
T6340,friday_afternoon,周五下午四点整,X114,周五下班前财务要求补签所有单据,budget_conflict,caiwu_zhou,3,TRUE,,压缩非核心开支，腾出预算给关键项,从茶歇费里抠出了设计费。同事们明天的咖啡没了——但项目保住了。,0,0,-1,0,-1,neutral,professional,,
T6341,friday_afternoon,周五下午四点整,X114,周五下班前财务要求补签所有单据,budget_conflict,caiwu_zhou,3,TRUE,,把预算缺口藏到下个季度再处理,这个季度的报表好看了。但下个季度的你打开账本时会倒吸一口凉气。,2,-1,0,2,3,risk_taker;time_saver,casual,,
T6342,pre_holiday,节前最后半天,X115,节前最后一天收到加急需求,time_pressure,zhang_zong,1,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6343,pre_holiday,节前最后半天,X115,节前最后一天收到加急需求,time_pressure,zhang_zong,2,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6344,pre_holiday,节前最后半天,X115,节前最后一天收到加急需求,time_pressure,zhang_zong,2,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
T6345,pre_holiday,节前最后半天,X116,放假前必须完成的系统安全检查,risk_compliance,jishu_azhe,2,TRUE,,逐项核查合规要求，确保每一步都经得起审计,虽然耗时，但合规陈老师点了点头——这已经是她最高级别的认可。,-2,-1,-1,-2,-6,time_heavy;risk_reducer,formal,,
T6346,pre_holiday,节前最后半天,X116,放假前必须完成的系统安全检查,risk_compliance,jishu_azhe,3,TRUE,,重点修改高风险条款，低风险部分做技术性表述,"合规陈老师看了说""这次聪明""——她夸人的方式总是这么含蓄。",-1,0,1,-1,-1,neutral,professional,,
T6347,pre_holiday,节前最后半天,X116,放假前必须完成的系统安全检查,risk_compliance,jishu_azhe,2,TRUE,,快速签字放行，有问题后面再补,签了。你的签名落在了文件上——希望这份文件永远不会被翻出来。,2,0,-1,3,4,risk_taker;time_saver,casual,,
T6348,pre_holiday,节前最后半天,X117,假期值班表还没排好,time_pressure,zhang_zong,1,TRUE,,协调各部门按流程推进，每个环节都确认,流程走完已经是晚上十点——但每一步都扎实，没有返工。,-3,-1,0,-2,-6,time_heavy;risk_reducer,formal,,
T6349,pre_holiday,节前最后半天,X117,假期值班表还没排好,time_pressure,zhang_zong,2,TRUE,,找技术阿哲帮忙写个脚本自动化处理,"阿哲的脚本帮你省了两小时。他说""不保证稳定""——但至少今天够了。",0,-1,1,1,1,neutral,professional,,
T6350,pre_holiday,节前最后半天,X117,假期值班表还没排好,time_pressure,zhang_zong,2,TRUE,,"用""正在推进中""先稳住所有人","""推进中""帮你争取了半天——但同样的借口只能用一次。",1,0,0,1,2,risk_taker;time_saver,casual,,
T6351,pre_holiday,节前最后半天,X118,节前客户要求确认假期联系人,satisfaction_mgmt,zhang_zong,3,TRUE,,安排正式的进度汇报会，让客户看到每一步,"汇报会让客户安心了不少。有时候他们只是需要""被看见""。",-1,0,1,-1,-1,time_heavy;risk_reducer,formal,,
T6352,pre_holiday,节前最后半天,X118,节前客户要求确认假期联系人,satisfaction_mgmt,zhang_zong,1,TRUE,,请合作过的老客户帮忙说句好话,老客户的背书比自己说一百句都管用。信任是会传递的。,0,0,1,-1,0,neutral,professional,,
T6353,pre_holiday,节前最后半天,X118,节前客户要求确认假期联系人,satisfaction_mgmt,zhang_zong,2,TRUE,,先答应下来，后面再想办法兑现,客户暂时满意了。但你许下的承诺像一座大山压在日程表上。,1,0,1,2,4,risk_taker;time_saver,casual,,
